date,confirmed,fatalities,new_case,growth_factor,mortality
2020-10-16,31104247,876059,339928,1.0009511049601743,0.028165253445936178
2020-10-17,31419888,880881,315641,0.9285525170036008,0.028035777848730715
2020-10-18,31683171,883902,263283,0.8341216762080972,0.02789815451237504
2020-10-19,31998891,888225,315720,1.1991659165232849,0.027757993237953152
2020-10-20,32323686,893831,324795,1.028743823641201,0.027652508442261196
2020-10-21,32702421,899299,378735,1.1660739851290813,0.02749946250156831
2020-10-22,33095988,904284,393567,1.0391619470078024,0.027323070095384372
2020-10-23,33507694,910256,411706,1.0460887218694657,0.027165581731765844
2020-10-24,33880030,915094,372336,0.9043735092517476,0.027009834406876262
2020-10-25,34175412,918809,295382,0.7933210863306261,0.02688508919804683
2020-10-26,34590257,923750,414845,1.4044356121903163,0.026705496868670273
2020-10-27,34980571,930120,390314,0.9408670708336848,0.026589617419338296
2020-10-28,35410008,936202,429437,1.100234682845094,0.026438909587368633
2020-10-29,35866530,942247,456522,1.063070951035891,0.02627092724052201
2020-10-30,36334300,948736,467770,1.024638462111355,0.026111305295547182
2020-10-31,36718664,954361,384364,0.8216944224725827,0.025991168959742107
2020-11-01,37074065,958833,355401,0.9246469492460272,0.025862634701643857
2020-11-02,37547960,964328,473895,1.3334093038567703,0.025682567042257423
2020-11-03,37969544,972033,421584,0.8896147880859684,0.02560033378330801
2020-11-04,38373374,981125,403830,0.9578873961061141,0.025567858588614073
2020-11-05,38838172,987937,464798,1.150974419929178,0.025437268262780238
2020-11-06,39349472,996291,511300,1.1000477626840046,0.025319043671030706
2020-11-07,39814431,1002759,464959,0.9093663211421866,0.025185817675003316
2020-11-08,40178949,1008010,364518,0.7839788024320424,0.02508801312846685
2020-11-09,40554730,1014389,375781,1.030898336981987,0.02501284067234574
2020-11-10,40968854,1022893,414124,1.1020354940776675,0.024967576588791084
2020-11-11,41466504,1031836,497650,1.201693212660942,0.024883602437282874
2020-11-12,41946282,1040321,479778,0.9640872098864663,0.02480126844138415
2020-11-13,42412997,1048653,466715,0.9727728240978119,0.024724803106934413
2020-11-14,42835601,1056322,422604,0.9054862174989019,0.02465990847192736
2020-11-15,43168680,1061898,333079,0.7881586544377243,0.024598806356830923
2020-11-16,43534176,1068941,365496,1.0973252591727487,0.024554065293437507
2020-11-17,43976733,1078217,442557,1.2108395167115371,0.024517896770549098
2020-11-18,44426145,1087603,449412,1.0154895301622164,0.024481147306389065
2020-11-19,44883222,1096507,457077,1.0170556193426077,0.02443022027251074
2020-11-20,45348440,1106364,465218,1.017811003397677,0.02439695830771687
